timestamp,dp_score
2026-04-20T09:25:36.156113,0.0
2026-04-20T09:25:44.442118,0.0
2026-04-21T13:40:34.599836,0.2078
2026-04-21T13:41:01.482044,0.2078
2026-04-21T13:42:44.253187,2.0
2026-04-21T13:43:02.324955,2.0
2026-04-21T13:43:27.720959,2.0
2026-04-21T13:43:51.779875,0.2078
2026-04-21T13:44:02.862556,0.2078
2026-04-21T14:00:10.532174,1.0
2026-04-21T14:00:35.933891,1.0
2026-04-21T14:19:21.285298,0.1989
2026-04-21T14:19:41.272041,0.1989
